Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile	Predicted relative KD
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-miR-98	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7j	2	84	90	-0.322	89	-0.322	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7g	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7f	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7e	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7a	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7c	2	84	90	-0.311	87	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9615	cfa-let-7b	2	84	90	-0.311	88	-0.311	92	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7i	2	36	42	-0.366	92	-0.366	94	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7a-5p	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7b	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7c	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7d	2	36	42	-0.356	91	-0.356	94	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7e	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7f	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-let-7g	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-miR-98	2	36	42	-0.366	92	-0.366	95	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	9913	bta-miR-655	3	247	254	-0.285	96	-0.285	97	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7b-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-miR-1961	2	77	83	-0.447	96	-0.447	97	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-miR-98-5p	2	77	83	-0.414	94	-0.414	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7k	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7i-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7g-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7f-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7e-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7d-5p	2	77	83	-0.404	94	-0.404	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7c-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10090	mmu-let-7a-5p	2	77	83	-0.403	94	-0.403	96	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7d-5p	2	68	74	-0.281	83	-0.281	88	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7i-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7g-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7e-5p	2	68	74	-0.291	85	-0.291	90	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7c-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7b-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7a-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-miR-98-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000124574.10	ABCC10	ENST00000372530.4	10116	rno-let-7f-5p	2	68	74	-0.280	84	-0.280	89	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9544	mml-miR-153-3p	3	107	114	-0.230	91	-0.230	94	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9544	mml-miR-873-5p	3	1338	1345	-0.069	90	-0.069	93	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9544	mml-miR-7179-3p	3	1338	1345	-0.145	93	-0.145	95	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9544	mml-miR-136	3	1803	1810	-0.278	96	-0.278	97	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9598	ptr-miR-153	3	107	114	-0.294	95	-0.294	97	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9598	ptr-miR-873	3	1338	1345	-0.065	90	-0.065	92	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9598	ptr-miR-136	3	1803	1810	-0.278	96	-0.278	97	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9606	hsa-miR-153-3p	3	107	114	-0.179	87	-0.179	91	-5.2300
ENSG00000140798.11	ABCC12	ENST00000416054.1	9606	hsa-miR-873-5p.1	3	1338	1345	-0.065	90	-0.065	93	-4.2090
ENSG00000140798.11	ABCC12	ENST00000416054.1	9606	hsa-miR-136-5p	3	1803	1810	-0.278	96	-0.278	97	-4.2594
ENSG00000140798.11	ABCC12	ENST00000416054.1	9615	cfa-miR-153	3	107	114	-0.166	83	-0.166	89	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9615	cfa-miR-136	3	1804	1811	-0.275	95	-0.275	97	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9913	bta-miR-153	3	107	114	-0.302	95	-0.302	96	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	9913	bta-miR-136	3	1803	1810	-0.273	95	-0.273	96	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	10090	mmu-miR-153-3p	3	107	114	-0.105	71	-0.105	81	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	10090	mmu-miR-7220-3p	3	1335	1342	-0.145	91	-0.145	94	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	10090	mmu-miR-873a-5p.1	3	1335	1342	-0.048	85	-0.048	89	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	10090	mmu-miR-6370	3	1335	1342	-0.048	84	-0.048	88	NULL
ENSG00000140798.11	ABCC12	ENST00000416054.1	10116	rno-miR-153-3p	3	107	114	-0.253	92	-0.253	95	NULL
ENSG00000023839.6	ABCC2	ENST00000370449.4	9544	mml-miR-186-5p	2	382	388	-0.020	72	-0.020	85	NULL
ENSG00000023839.6	ABCC2	ENST00000370449.4	9606	hsa-miR-186-5p	2	382	388	-0.020	73	-0.020	86	-2.9546
ENSG00000023839.6	ABCC2	ENST00000370449.4	9606	hsa-miR-186-5p	2	847	853	-0.020	73	-0.004	68	-2.8846
ENSG00000125257.9	ABCC4	ENST00000412704.1	9544	mml-miR-506-3p	3	260	267	-0.279	94	-0.279	96	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9544	mml-miR-124a-3p	3	261	268	-0.132	60	-0.132	73	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9544	mml-miR-26b-5p	3	393	400	-0.101	79	-0.101	85	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9544	mml-miR-26a-5p	3	393	400	-0.101	79	-0.101	85	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9598	ptr-miR-506	3	262	269	-0.266	93	-0.266	95	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9598	ptr-miR-124a	3	263	270	-0.131	60	-0.131	73	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9598	ptr-miR-26a	3	392	399	-0.116	83	-0.116	88	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9598	ptr-miR-26b	3	392	399	-0.116	83	-0.116	88	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9598	ptr-miR-1297	3	392	399	-0.116	83	-0.116	88	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-124-3p.1	3	261	268	-0.248	93	-0.248	95	-5.8919
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-506-3p	3	262	269	-0.075	57	-0.075	69	-3.9539
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-124-3p.2	3	262	269	-0.127	60	-0.127	72	-4.1958
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-26a-5p	3	391	398	-0.117	84	-0.117	88	-5.2251
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-26b-5p	3	391	398	-0.117	83	-0.117	88	-5.2251
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-4465	3	391	398	-0.138	85	-0.138	90	-5.0763
ENSG00000125257.9	ABCC4	ENST00000412704.1	9606	hsa-miR-1297	3	391	398	-0.117	84	-0.117	88	-5.2251
ENSG00000125257.9	ABCC4	ENST00000412704.1	9615	cfa-miR-124	3	269	276	-0.135	82	-0.135	87	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9913	bta-miR-124a	3	263	270	-0.140	83	-0.140	88	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9913	bta-miR-124b	3	263	270	-0.140	83	-0.140	88	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9913	bta-miR-26a	3	384	391	-0.093	72	-0.093	81	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	9913	bta-miR-26b	3	384	391	-0.093	72	-0.093	81	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-124-3p.1	3	275	282	-0.210	88	-0.210	92	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-6540-5p	3	276	283	-0.116	55	-0.116	69	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-5624-3p	3	276	283	-0.095	50	-0.095	65	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-124-3p.2	3	276	283	-0.095	50	-0.095	65	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-26a-5p	3	388	395	-0.045	54	-0.045	68	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10090	mmu-miR-26b-5p	3	388	395	-0.045	54	-0.045	68	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10116	rno-miR-124-3p	3	265	272	-0.188	87	-0.188	90	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10116	rno-miR-26b-5p	3	378	385	-0.030	43	-0.030	60	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	10116	rno-miR-26a-5p	3	378	385	-0.030	43	-0.030	60	NULL
ENSG00000125257.9	ABCC4	ENST00000412704.1	13616	mdo-miR-26-5p	3	396	403	-0.030	34	-0.030	52	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-miR-302a	2	363	369	-0.233	84	-0.220	89	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-miR-199-5p	2	1024	1030	-0.176	74	-0.163	81	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7k-5p	3	1063	1070	-0.228	66	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7g-5p	3	1063	1070	-0.236	69	-0.219	77	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7j-5p	3	1063	1070	-0.228	67	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7a-5p	3	1063	1070	-0.228	67	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7b	3	1063	1070	-0.228	68	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7c-5p	3	1063	1070	-0.228	68	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7d	3	1063	1070	-0.246	67	-0.228	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7f-5p	3	1063	1070	-0.228	67	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9031	gga-let-7i	3	1063	1070	-0.228	68	-0.211	76	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-670-5p	1	239	245	-0.241	92	-0.241	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-125b-5p	1	239	245	-0.241	92	-0.241	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-125a-5p	1	239	245	-0.289	94	-0.289	96	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-142-5p	1	283	289	-0.011	54	-0.011	68	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-199a	2	1103	1109	-0.076	70	-0.071	78	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-199a-5p	2	1103	1109	-0.076	70	-0.071	78	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-101-3p	3	1123	1130	-0.196	91	-0.182	93	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-6134	3	1138	1145	-0.213	76	-0.197	82	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7a-5p	3	1138	1145	-0.221	77	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7b-5p	3	1138	1145	-0.221	78	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7d	3	1138	1145	-0.239	78	-0.221	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7e-5p	3	1138	1145	-0.221	77	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7f-5p	3	1138	1145	-0.221	77	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7g-5p	3	1138	1145	-0.245	81	-0.227	85	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7i-5p	3	1138	1145	-0.229	79	-0.212	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-let-7c-5p	3	1138	1145	-0.221	77	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9544	mml-miR-98	3	1138	1145	-0.221	77	-0.205	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-670	1	239	245	-0.242	92	-0.242	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-125b	1	239	245	-0.242	92	-0.242	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-520f	2	371	377	-0.232	93	-0.231	95	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-199a-5p	2	1103	1109	-0.078	71	-0.072	78	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-101	3	1123	1130	-0.199	92	-0.184	93	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-miR-98	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7i	3	1138	1145	-0.236	80	-0.219	85	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7e	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7f	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7g	3	1138	1145	-0.252	82	-0.233	86	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7a	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7b	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7d	3	1138	1145	-0.246	80	-0.228	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9598	ptr-let-7c	3	1138	1145	-0.228	79	-0.211	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-4319	1	239	245	-0.216	90	-0.216	93	-2.8122
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-125a-5p	1	239	245	-0.288	95	-0.288	96	-2.6416
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-125b-5p	1	239	245	-0.240	92	-0.240	94	-2.6416
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-142-5p	1	283	289	-0.010	44	-0.010	64	-3.1583
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-5590-3p	1	283	289	-0.062	85	-0.062	90	-2.8934
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-302c-3p.2	2	371	377	-0.198	90	-0.197	93	-4.6005
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-520f-3p	2	371	377	-0.231	93	-0.230	95	-4.6005
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-199a-5p	2	1105	1111	-0.077	71	-0.072	78	-2.6680
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-199b-5p	2	1105	1111	-0.077	71	-0.072	78	-2.7621
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-101-3p.1	3	1125	1132	-0.197	92	-0.183	93	-4.6371
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-101-3p.2	3	1126	1133	-0.030	57	-0.028	69	-4.9101
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-98-5p	3	1140	1147	-0.226	79	-0.209	84	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7b-5p	3	1140	1147	-0.226	80	-0.209	84	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7a-5p	3	1140	1147	-0.226	79	-0.209	84	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7c-5p	3	1140	1147	-0.226	79	-0.209	84	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7d-5p	3	1140	1147	-0.244	80	-0.226	84	-5.1300
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-4500	3	1140	1147	-0.250	83	-0.231	87	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-miR-4458	3	1140	1147	-0.228	77	-0.211	82	-4.7831
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7e-5p	3	1140	1147	-0.226	79	-0.209	84	-4.9907
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7f-5p	3	1140	1147	-0.226	79	-0.209	84	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7g-5p	3	1140	1147	-0.250	83	-0.231	86	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9606	hsa-let-7i-5p	3	1140	1147	-0.234	81	-0.217	85	-5.5055
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-miR-125b	1	239	245	-0.220	89	-0.220	92	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-miR-125a	1	239	245	-0.268	93	-0.268	95	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-miR-101	3	1125	1132	-0.223	92	-0.207	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-miR-98	3	1140	1147	-0.214	74	-0.198	80	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7j	3	1140	1147	-0.230	76	-0.213	82	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7g	3	1140	1147	-0.238	78	-0.220	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7f	3	1140	1147	-0.214	74	-0.198	80	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7e	3	1140	1147	-0.214	74	-0.198	81	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7a	3	1140	1147	-0.214	74	-0.198	81	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7b	3	1140	1147	-0.214	74	-0.198	81	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9615	cfa-let-7c	3	1140	1147	-0.214	74	-0.198	81	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-125b	1	240	246	-0.221	89	-0.221	92	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-125a	1	240	246	-0.269	93	-0.269	95	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-670	1	240	246	-0.221	89	-0.221	92	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-142-5p	1	284	290	-0.010	42	-0.010	62	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-302a	2	372	378	-0.227	89	-0.226	93	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-199b	2	1094	1100	-0.091	72	-0.085	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-199a-5p	2	1094	1100	-0.091	72	-0.085	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-101	3	1114	1121	-0.202	91	-0.187	93	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-miR-98	3	1129	1136	-0.231	77	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7i	3	1129	1136	-0.239	79	-0.221	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7g	3	1129	1136	-0.255	81	-0.236	85	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7f	3	1129	1136	-0.231	77	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7d	3	1129	1136	-0.249	79	-0.230	84	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7c	3	1129	1136	-0.231	77	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7a-5p	3	1129	1136	-0.231	77	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7e	3	1129	1136	-0.231	77	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	9913	bta-let-7b	3	1129	1136	-0.231	78	-0.214	83	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-6367	1	233	239	-0.197	85	-0.197	89	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-6394	1	233	239	-0.185	83	-0.185	87	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-351-5p	1	233	239	-0.221	88	-0.221	91	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-125a-5p	1	233	239	-0.233	89	-0.233	92	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-125b-5p	1	233	239	-0.221	88	-0.221	91	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-142a-5p	1	278	284	-0.037	78	-0.037	85	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-199a-5p	2	1042	1048	-0.097	71	-0.090	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-199b-5p	2	1042	1048	-0.097	72	-0.090	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-101a-3p.1	3	1063	1070	-0.217	92	-0.201	94	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-101b-3p.2	3	1064	1071	-0.030	57	-0.028	69	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-101b-3p.1	3	1064	1071	-0.030	57	-0.028	69	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-101a-3p.2	3	1064	1071	-0.030	57	-0.028	69	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7k	3	1078	1085	-0.212	73	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7a-5p	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7b-5p	3	1078	1085	-0.212	73	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7c-5p	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7e-5p	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7f-5p	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-1961	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7g-5p	3	1078	1085	-0.236	76	-0.219	82	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7i-5p	3	1078	1085	-0.220	74	-0.204	80	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-miR-98-5p	3	1078	1085	-0.212	72	-0.196	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10090	mmu-let-7d-5p	3	1078	1085	-0.230	73	-0.213	79	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10116	rno-miR-125b-5p	1	229	235	-0.221	88	-0.221	91	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10116	rno-miR-125a-5p	1	229	235	-0.233	89	-0.233	92	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10116	rno-miR-351-5p	1	229	235	-0.221	87	-0.221	91	NULL
ENSG00000114770.12	ABCC5	ENST00000334444.6	10116	rno-miR-142-5p	1	272	278	-0.015	55	-0.015	69	NULL
