,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
5431,Muscle,slow muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5432,Muscle,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5433,Muscle,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5434,Muscle,tendon cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5435,Muscle,pericyte,0.0008487689774483442,0.025403667241334915,0.0,0.0,0.0,0.0,0.9178836941719055,CHST9,0.0,0.0,0.0,stromal
5436,Muscle,skeletal muscle satellite stem cell,0.002650237875059247,0.04965755343437195,0.0,0.0,0.0,0.0,1.2325992584228516,CHST9,0.0,0.0,0.0,stromal
5437,Pancreas,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5438,Pancreas,pancreatic stellate cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5439,Prostate,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5440,Prostate,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5441,Salivary_Gland,fibroblast,0.012663010507822037,0.10234108567237854,0.0,0.0,0.0,0.0,1.3210229873657227,CHST9,0.0,0.0,0.0,stromal
5442,Salivary_Gland,pericyte,0.04346710443496704,0.1812194585800171,0.0,0.0,0.0,0.0,1.1246055364608765,CHST9,0.0,0.0,0.0,stromal
5443,Salivary_Gland,adventitial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5444,Skin,melanocyte,0.03003133460879326,0.20145639777183533,0.0,0.0,0.0,0.0,1.3514100313186646,CHST9,0.0,0.0,0.0,stromal
5445,Skin,muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5446,Skin,cell of skeletal muscle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5447,Skin,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5448,Skin,stromal cell,0.00019808750948868692,0.0106101268902421,0.0,0.0,0.0,0.0,0.5683130621910095,CHST9,0.0,0.0,0.0,stromal
5449,Small_Intestine,fibroblast,0.012127134017646313,0.12834157049655914,0.0,0.0,0.0,0.0,1.3582390546798706,CHST9,0.0,0.0,0.0,stromal
5450,Thymus,fibroblast,0.0013578798389062285,0.04450628161430359,0.0,0.0,0.0,0.0,2.0337002277374268,CHST9,0.0,0.0,0.0,stromal
5451,Thymus,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5452,Thymus,vascular associated smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5453,Tongue,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5454,Tongue,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5455,Tongue,Schwann cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5456,Tongue,tongue muscle cell,0.04900091141462326,0.21189767122268677,0.0,0.0,0.0,0.0,1.100750207901001,CHST9,0.0,0.0,0.0,stromal
5457,Trachea,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5458,Trachea,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5459,Trachea,connective tissue cell,0.005427349358797073,0.08564206957817078,0.0,0.0,0.0,0.0,1.3514100313186646,CHST9,0.0,0.0,0.0,stromal
5460,Uterus,fibroblast,0.0011055018985643983,0.02206001617014408,0.0,0.0,0.0,0.0,0.6065622568130493,CHST9,0.0,0.0,0.0,stromal
5461,Uterus,vascular associated smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5462,Uterus,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5463,Uterus,myometrial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5464,Vasculature,fibroblast,0.0005506215384230018,0.016453837975859642,0.0,0.0,0.0,0.0,0.8782430291175842,CHST9,0.0,0.0,0.0,stromal
5465,Vasculature,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5466,Vasculature,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHST9,0.0,0.0,0.0,stromal
5467,Bladder,fibroblast,0.22796523571014404,0.3829093873500824,0.0,0.0,0.0,0.46772370487451553,2.4277405738830566,CHSY1,0.46772370487451553,1.1693092621862888,0.0,stromal
5468,Bladder,myofibroblast cell,0.3314060568809509,0.4874529242515564,0.0,0.0,0.0,0.7348586320877075,2.1446011066436768,CHSY1,0.7348586320877075,1.8371465802192688,0.0,stromal
5469,Bladder,smooth muscle cell,0.05586247518658638,0.17515045404434204,0.0,0.0,0.0,0.0,0.8976830840110779,CHSY1,0.0,0.0,0.0,stromal
5470,Bladder,pericyte,0.4582069516181946,0.5873425602912903,0.0,0.0,0.0,0.8830186128616333,2.5686497688293457,CHSY1,0.8830186128616333,2.2075465321540833,0.0,stromal
5471,Eye,fibroblast,0.37398552894592285,0.5148109197616577,0.0,0.0,0.0,0.8154346197843552,1.5084871053695679,CHSY1,0.8154346197843552,1.5084871053695679,0.0,stromal
5472,Eye,fat cell,0.12294689565896988,0.1856648176908493,0.0,0.0,0.0,0.23750358819961548,0.6346114873886108,CHSY1,0.23750358819961548,0.5937589704990387,0.0,stromal
5473,Eye,melanocyte,0.1657959371805191,0.3513381779193878,0.0,0.0,0.0,0.0,1.2758530378341675,CHSY1,0.0,0.0,0.0,stromal
5474,Eye,stromal cell,0.05053611099720001,0.15766194462776184,0.0,0.0,0.0,0.0,1.2740570306777954,CHSY1,0.0,0.0,0.0,stromal
5475,Eye,radial glial cell,0.13598626852035522,0.1910448670387268,0.0,0.0,0.0,0.2573361247777939,1.0472476482391357,CHSY1,0.2573361247777939,0.6433403119444847,0.0,stromal
5476,Eye,retinal ganglion cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY1,0.0,0.0,0.0,stromal
5477,Eye,retina horizontal cell,0.36573073267936707,0.41164594888687134,0.0,0.0,0.3075675368309021,0.6631442010402679,0.9001020193099976,CHSY1,0.6631442010402679,0.9001020193099976,0.0,stromal
5478,Eye,retinal bipolar neuron,0.11900794506072998,0.3436450660228729,0.0,0.0,0.0,0.0,1.3657997846603394,CHSY1,0.0,0.0,0.0,stromal
5479,Eye,Mueller cell,0.03166338428854942,0.1521361917257309,0.0,0.0,0.0,0.0,1.3254711627960205,CHSY1,0.0,0.0,0.0,stromal
5480,Fat,fibroblast,0.18992292881011963,0.34387004375457764,0.0,0.0,0.0,0.35779813677072525,2.2039761543273926,CHSY1,0.35779813677072525,0.8944953419268131,0.0,stromal
5481,Fat,myofibroblast cell,0.1887478530406952,0.3887149393558502,0.0,0.0,0.0,0.0,2.0787711143493652,CHSY1,0.0,0.0,0.0,stromal
5482,Fat,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY1,0.0,0.0,0.0,stromal
5483,Heart,smooth muscle cell,0.2176882028579712,0.4748375415802002,0.0,0.0,0.0,0.0,2.0888311862945557,CHSY1,0.0,0.0,0.0,stromal
5484,Heart,cardiac muscle cell,0.1397959291934967,0.24783694744110107,0.0,0.0,0.0,0.2681264951825142,1.6599302291870117,CHSY1,0.2681264951825142,0.6703162379562855,0.0,stromal
5485,Heart,fibroblast of cardiac tissue,0.12042339146137238,0.3497866094112396,0.0,0.0,0.0,0.0,1.7917594909667969,CHSY1,0.0,0.0,0.0,stromal
5486,Large_Intestine,fibroblast,0.25332051515579224,0.4953295886516571,0.0,0.0,0.0,0.0,2.3021352291107178,CHSY1,0.0,0.0,0.0,stromal
5487,Liver,fibroblast,0.6216354370117188,0.5201774835586548,0.0,0.0,0.6676537394523621,0.9847285747528076,1.9388294219970703,CHSY1,0.9847285747528076,1.9388294219970703,0.0,stromal
5488,Lung,fibroblast,0.1875215470790863,0.4451819062232971,0.0,0.0,0.0,0.0,1.9785808324813843,CHSY1,0.0,0.0,0.0,stromal
5489,Lung,mesothelial cell,0.14070580899715424,0.23019149899482727,0.0,0.0,0.0,0.29233206808567047,0.6773788332939148,CHSY1,0.29233206808567047,0.6773788332939148,0.0,stromal
5490,Lung,myofibroblast cell,0.18845853209495544,0.3183431327342987,0.0,0.0,0.0,0.2949255555868149,0.7622619271278381,CHSY1,0.2949255555868149,0.7373138889670372,0.0,stromal
5491,Lung,smooth muscle cell,0.2723584771156311,0.46447688341140747,0.0,0.0,0.0,0.4976789504289627,1.3096550703048706,CHSY1,0.4976789504289627,1.2441973760724068,0.0,stromal
5492,Lung,vascular associated smooth muscle cell,0.25911206007003784,0.5219141244888306,0.0,0.0,0.0,0.0,1.7169016599655151,CHSY1,0.0,0.0,0.0,stromal
5493,Lung,pericyte,0.5002475380897522,0.7051429748535156,0.0,0.0,0.0,1.241879940032959,2.4468789100646973,CHSY1,1.241879940032959,2.4468789100646973,0.0,stromal
5494,Lung,adventitial cell,0.1845385879278183,0.3885261118412018,0.0,0.0,0.0,0.0,1.4625027179718018,CHSY1,0.0,0.0,0.0,stromal
5495,Lung,bronchial smooth muscle cell,0.1530875414609909,0.4286925494670868,0.0,0.0,0.0,0.0,1.7009743452072144,CHSY1,0.0,0.0,0.0,stromal
5496,Lymph_Node,stromal cell,0.096744105219841,0.26946327090263367,0.0,0.0,0.0,0.0,1.4699372053146362,CHSY1,0.0,0.0,0.0,stromal
5497,Mammary,vascular associated smooth muscle cell,0.7817572951316833,0.7098385095596313,0.0,0.0,0.9041937589645386,1.3295445442199707,2.2677011489868164,CHSY1,1.3295445442199707,2.2677011489868164,0.0,stromal
5498,Mammary,pericyte,0.628902792930603,0.7416245341300964,0.0,0.0,0.0,1.319581687450409,2.3355255126953125,CHSY1,1.319581687450409,2.3355255126953125,0.0,stromal
5499,Mammary,fibroblast of breast,0.23243434727191925,0.45551618933677673,0.0,0.0,0.0,0.0,2.807487726211548,CHSY1,0.0,0.0,0.0,stromal
5500,Muscle,mesothelial cell,0.07425849139690399,0.246287539601326,0.0,0.0,0.0,0.0,0.8168433904647827,CHSY1,0.0,0.0,0.0,stromal
5501,Muscle,mesenchymal stem cell,0.24556666612625122,0.41333621740341187,0.0,0.0,0.0,0.5603023767471313,2.232383966445923,CHSY1,0.5603023767471313,1.4007559418678284,0.0,stromal
5502,Muscle,slow muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY1,0.0,0.0,0.0,stromal
5503,Muscle,fast muscle cell,0.017098860815167427,0.13332900404930115,0.0,0.0,0.0,0.0,1.257425308227539,CHSY1,0.0,0.0,0.0,stromal
5504,Muscle,smooth muscle cell,0.3331414759159088,0.5247769951820374,0.0,0.0,0.0,0.816200852394104,1.6415081024169922,CHSY1,0.816200852394104,1.6415081024169922,0.0,stromal
5505,Muscle,tendon cell,0.15848416090011597,0.313240110874176,0.0,0.0,0.0,0.10071048885583878,1.3704924583435059,CHSY1,0.10071048885583878,0.25177622213959694,0.0,stromal
5506,Muscle,pericyte,0.47533977031707764,0.5986853837966919,0.0,0.0,0.0,0.9445550739765167,2.833815813064575,CHSY1,0.9445550739765167,2.361387684941292,0.0,stromal
5507,Muscle,skeletal muscle satellite stem cell,0.4990832805633545,0.6389158964157104,0.0,0.0,0.0,1.0033954977989197,2.728477716445923,CHSY1,1.0033954977989197,2.508488744497299,0.0,stromal
5508,Pancreas,fibroblast,0.5449527502059937,0.632200300693512,0.0,0.0,0.0,0.9869310855865479,2.077751636505127,CHSY1,0.9869310855865479,2.077751636505127,0.0,stromal
5509,Pancreas,pancreatic stellate cell,0.23154838383197784,0.39018985629081726,0.0,0.0,0.0,0.4038218557834625,1.6488686800003052,CHSY1,0.4038218557834625,1.0095546394586563,0.0,stromal
5510,Prostate,fibroblast,0.13767942786216736,0.37293553352355957,0.0,0.0,0.0,0.0,2.207002639770508,CHSY1,0.0,0.0,0.0,stromal
5511,Prostate,smooth muscle cell,0.17616024613380432,0.36944589018821716,0.0,0.0,0.0,0.0,1.8261109590530396,CHSY1,0.0,0.0,0.0,stromal
5512,Salivary_Gland,fibroblast,0.16511888802051544,0.3796394169330597,0.0,0.0,0.0,0.0,2.8003969192504883,CHSY1,0.0,0.0,0.0,stromal
5513,Salivary_Gland,pericyte,0.43152594566345215,0.5767596364021301,0.0,0.0,0.0,0.8786005675792694,2.4177663326263428,CHSY1,0.8786005675792694,2.1965014189481735,0.0,stromal
5514,Salivary_Gland,adventitial cell,0.13283061981201172,0.2889958620071411,0.0,0.0,0.0,0.0,1.553473949432373,CHSY1,0.0,0.0,0.0,stromal
5515,Skin,melanocyte,0.12411696463823318,0.30277019739151,0.0,0.0,0.0,0.0,1.0617518424987793,CHSY1,0.0,0.0,0.0,stromal
5516,Skin,muscle cell,0.43540602922439575,0.5743028521537781,0.0,0.0,0.0,0.86717090010643,2.4823803901672363,CHSY1,0.86717090010643,2.167927250266075,0.0,stromal
5517,Skin,cell of skeletal muscle,0.16978566348552704,0.3602181673049927,0.0,0.0,0.0,0.0,0.9347400069236755,CHSY1,0.0,0.0,0.0,stromal
5518,Skin,smooth muscle cell,0.6028456091880798,0.5969690084457397,0.0,0.0,0.7338998317718506,0.8392276763916016,1.8169184923171997,CHSY1,0.8392276763916016,1.8169184923171997,0.0,stromal
5519,Skin,stromal cell,0.36474472284317017,0.49629679322242737,0.0,0.0,0.0,0.7150976657867432,2.301326036453247,CHSY1,0.7150976657867432,1.787744164466858,0.0,stromal
5520,Small_Intestine,fibroblast,0.38020893931388855,0.5686234831809998,0.0,0.0,0.0,0.6862995624542236,2.031353235244751,CHSY1,0.6862995624542236,1.715748906135559,0.0,stromal
5521,Thymus,fibroblast,0.265641987323761,0.427741140127182,0.0,0.0,0.0,0.5022553205490112,2.615046262741089,CHSY1,0.5022553205490112,1.255638301372528,0.0,stromal
5522,Thymus,fast muscle cell,0.04610314592719078,0.1838933527469635,0.0,0.0,0.0,0.0,0.8572487831115723,CHSY1,0.0,0.0,0.0,stromal
5523,Thymus,vascular associated smooth muscle cell,0.21795210242271423,0.42696982622146606,0.0,0.0,0.0,0.0,2.148939371109009,CHSY1,0.0,0.0,0.0,stromal
5524,Tongue,fibroblast,0.26043182611465454,0.4407205283641815,0.0,0.0,0.0,0.5779359936714172,1.7733871936798096,CHSY1,0.5779359936714172,1.444839984178543,0.0,stromal
5525,Tongue,pericyte,0.4507027566432953,0.5704289078712463,0.0,0.0,0.0,0.9173135161399841,1.819873332977295,CHSY1,0.9173135161399841,1.819873332977295,0.0,stromal
5526,Tongue,Schwann cell,0.3669258654117584,0.5529986023902893,0.0,0.0,0.0,0.5860991925001144,1.5757478475570679,CHSY1,0.5860991925001144,1.465247981250286,0.0,stromal
5527,Tongue,tongue muscle cell,0.17954495549201965,0.4001964330673218,0.0,0.0,0.0,0.0,1.5485446453094482,CHSY1,0.0,0.0,0.0,stromal
5528,Trachea,fibroblast,0.2588057219982147,0.40275344252586365,0.0,0.0,0.0,0.5123113691806793,1.7638417482376099,CHSY1,0.5123113691806793,1.2807784229516983,0.0,stromal
5529,Trachea,smooth muscle cell,0.4827588200569153,0.5215885043144226,0.0,0.0,0.4653412103652954,0.8639951348304749,1.8914951086044312,CHSY1,0.8639951348304749,1.8914951086044312,0.0,stromal
5530,Trachea,connective tissue cell,0.2527382969856262,0.46712633967399597,0.0,0.0,0.0,0.0,1.9822956323623657,CHSY1,0.0,0.0,0.0,stromal
5531,Uterus,fibroblast,0.5618156790733337,0.5433260798454285,0.0,0.0,0.5291518270969391,0.9602628946304321,2.575350761413574,CHSY1,0.9602628946304321,2.4006572365760803,0.0,stromal
5532,Uterus,vascular associated smooth muscle cell,0.8244332075119019,0.700240433216095,0.0,0.0,0.9051571488380432,1.3702367544174194,2.5465033054351807,CHSY1,1.3702367544174194,2.5465033054351807,0.0,stromal
5533,Uterus,pericyte,1.0138477087020874,0.6370219588279724,0.0,0.5825026035308838,0.9669302105903625,1.5453436374664307,2.3341352939605713,CHSY1,0.9628410339355469,2.3341352939605713,0.0,stromal
5534,Uterus,myometrial cell,0.6322659254074097,0.681285560131073,0.0,0.0,0.5815619230270386,1.167319893836975,2.507065534591675,CHSY1,1.167319893836975,2.507065534591675,0.0,stromal
5535,Vasculature,fibroblast,0.23800066113471985,0.33622628450393677,0.0,0.0,0.0,0.4499066025018692,2.0523996353149414,CHSY1,0.4499066025018692,1.124766506254673,0.0,stromal
5536,Vasculature,smooth muscle cell,0.2436450570821762,0.3622935116291046,0.0,0.0,0.0,0.47463785111904144,2.130746364593506,CHSY1,0.47463785111904144,1.1865946277976036,0.0,stromal
5537,Vasculature,pericyte,0.314601868391037,0.4173007607460022,0.0,0.0,0.0,0.6195286363363266,2.3295745849609375,CHSY1,0.6195286363363266,1.5488215908408165,0.0,stromal
5538,Bladder,fibroblast,0.010098370723426342,0.0783906877040863,0.0,0.0,0.0,0.0,1.2050706148147583,CHSY3,0.0,0.0,0.0,stromal
5539,Bladder,myofibroblast cell,0.0684947595000267,0.2399676889181137,0.0,0.0,0.0,0.0,1.5801724195480347,CHSY3,0.0,0.0,0.0,stromal
5540,Bladder,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5541,Bladder,pericyte,0.03851159289479256,0.17503850162029266,0.0,0.0,0.0,0.0,1.5783380270004272,CHSY3,0.0,0.0,0.0,stromal
5542,Eye,fibroblast,0.06441599875688553,0.20841500163078308,0.0,0.0,0.0,0.0,1.0259947776794434,CHSY3,0.0,0.0,0.0,stromal
5543,Eye,fat cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5544,Eye,melanocyte,0.1033824235200882,0.271744042634964,0.0,0.0,0.0,0.0,1.5027565956115723,CHSY3,0.0,0.0,0.0,stromal
5545,Eye,stromal cell,0.020452411845326424,0.11868885904550552,0.0,0.0,0.0,0.0,1.0791319608688354,CHSY3,0.0,0.0,0.0,stromal
5546,Eye,radial glial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5547,Eye,retinal ganglion cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5548,Eye,retina horizontal cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5549,Eye,retinal bipolar neuron,0.01582082360982895,0.09088374674320221,0.0,0.0,0.0,0.0,0.5220871567726135,CHSY3,0.0,0.0,0.0,stromal
5550,Eye,Mueller cell,0.015372390858829021,0.10202024132013321,0.0,0.0,0.0,0.0,0.8965647220611572,CHSY3,0.0,0.0,0.0,stromal
5551,Fat,fibroblast,0.00945582427084446,0.07049284130334854,0.0,0.0,0.0,0.0,1.2885245084762573,CHSY3,0.0,0.0,0.0,stromal
5552,Fat,myofibroblast cell,0.028232963755726814,0.16710726916790009,0.0,0.0,0.0,0.0,1.4774608612060547,CHSY3,0.0,0.0,0.0,stromal
5553,Fat,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5554,Heart,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5555,Heart,cardiac muscle cell,0.009671333245933056,0.06052843853831291,0.0,0.0,0.0,0.0,1.455407738685608,CHSY3,0.0,0.0,0.0,stromal
5556,Heart,fibroblast of cardiac tissue,0.025127213448286057,0.16151203215122223,0.0,0.0,0.0,0.0,1.3102478981018066,CHSY3,0.0,0.0,0.0,stromal
5557,Large_Intestine,fibroblast,0.0038935053162276745,0.06403038650751114,0.0,0.0,0.0,0.0,1.5195468664169312,CHSY3,0.0,0.0,0.0,stromal
5558,Liver,fibroblast,0.019094165414571762,0.09279610216617584,0.0,0.0,0.0,0.0,0.5269283652305603,CHSY3,0.0,0.0,0.0,stromal
5559,Lung,fibroblast,0.033055759966373444,0.20933610200881958,0.0,0.0,0.0,0.0,1.5148229598999023,CHSY3,0.0,0.0,0.0,stromal
5560,Lung,mesothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5561,Lung,myofibroblast cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5562,Lung,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5563,Lung,vascular associated smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5564,Lung,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5565,Lung,adventitial cell,0.018223267048597336,0.12247607856988907,0.0,0.0,0.0,0.0,0.9985649585723877,CHSY3,0.0,0.0,0.0,stromal
5566,Lung,bronchial smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5567,Lymph_Node,stromal cell,0.020544737577438354,0.12511682510375977,0.0,0.0,0.0,0.0,0.8963499665260315,CHSY3,0.0,0.0,0.0,stromal
5568,Mammary,vascular associated smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5569,Mammary,pericyte,0.012142825871706009,0.12383302301168442,0.0,0.0,0.0,0.0,1.2628538608551025,CHSY3,0.0,0.0,0.0,stromal
5570,Mammary,fibroblast of breast,0.0038399677723646164,0.06230110675096512,0.0,0.0,0.0,0.0,1.37921142578125,CHSY3,0.0,0.0,0.0,stromal
5571,Muscle,mesothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5572,Muscle,mesenchymal stem cell,0.012174147181212902,0.09366060793399811,0.0,0.0,0.0,0.0,1.5071179866790771,CHSY3,0.0,0.0,0.0,stromal
5573,Muscle,slow muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5574,Muscle,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5575,Muscle,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5576,Muscle,tendon cell,0.01302252896130085,0.08524663746356964,0.0,0.0,0.0,0.0,0.9070904850959778,CHSY3,0.0,0.0,0.0,stromal
5577,Muscle,pericyte,0.022623004391789436,0.14745600521564484,0.0,0.0,0.0,0.0,1.8608006238937378,CHSY3,0.0,0.0,0.0,stromal
5578,Muscle,skeletal muscle satellite stem cell,0.0027331665623933077,0.046453554183244705,0.0,0.0,0.0,0.0,1.1321003437042236,CHSY3,0.0,0.0,0.0,stromal
5579,Pancreas,fibroblast,0.05936228111386299,0.23556675016880035,0.0,0.0,0.0,0.0,1.2040895223617554,CHSY3,0.0,0.0,0.0,stromal
5580,Pancreas,pancreatic stellate cell,0.021437549963593483,0.11234763264656067,0.0,0.0,0.0,0.0,1.1100757122039795,CHSY3,0.0,0.0,0.0,stromal
5581,Prostate,fibroblast,0.02005903050303459,0.13352307677268982,0.0,0.0,0.0,0.0,1.0389155149459839,CHSY3,0.0,0.0,0.0,stromal
5582,Prostate,smooth muscle cell,0.05151534825563431,0.20532558858394623,0.0,0.0,0.0,0.0,1.4616538286209106,CHSY3,0.0,0.0,0.0,stromal
5583,Salivary_Gland,fibroblast,0.011692053638398647,0.09443188458681107,0.0,0.0,0.0,0.0,2.0056426525115967,CHSY3,0.0,0.0,0.0,stromal
5584,Salivary_Gland,pericyte,0.05065174028277397,0.19633759558200836,0.0,0.0,0.0,0.0,1.0489314794540405,CHSY3,0.0,0.0,0.0,stromal
5585,Salivary_Gland,adventitial cell,0.013274386525154114,0.08343842625617981,0.0,0.0,0.0,0.0,0.8753754496574402,CHSY3,0.0,0.0,0.0,stromal
5586,Skin,melanocyte,0.05369960889220238,0.2758786082267761,0.0,0.0,0.0,0.0,1.7368556261062622,CHSY3,0.0,0.0,0.0,stromal
5587,Skin,muscle cell,0.011667109094560146,0.101545549929142,0.0,0.0,0.0,0.0,1.2230417728424072,CHSY3,0.0,0.0,0.0,stromal
5588,Skin,cell of skeletal muscle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5589,Skin,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5590,Skin,stromal cell,0.013193315826356411,0.1046183854341507,0.0,0.0,0.0,0.0,1.8791368007659912,CHSY3,0.0,0.0,0.0,stromal
5591,Small_Intestine,fibroblast,0.005821014288812876,0.06160382926464081,0.0,0.0,0.0,0.0,0.6519535779953003,CHSY3,0.0,0.0,0.0,stromal
5592,Thymus,fibroblast,0.024587659165263176,0.13852258026599884,0.0,0.0,0.0,0.0,1.8415725231170654,CHSY3,0.0,0.0,0.0,stromal
5593,Thymus,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5594,Thymus,vascular associated smooth muscle cell,0.05999836325645447,0.24159854650497437,0.0,0.0,0.0,0.0,1.8498799800872803,CHSY3,0.0,0.0,0.0,stromal
5595,Tongue,fibroblast,0.13960681855678558,0.3573206067085266,0.0,0.0,0.0,0.0,2.4058115482330322,CHSY3,0.0,0.0,0.0,stromal
5596,Tongue,pericyte,0.15394312143325806,0.35392841696739197,0.0,0.0,0.0,0.0,1.415411114692688,CHSY3,0.0,0.0,0.0,stromal
5597,Tongue,Schwann cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHSY3,0.0,0.0,0.0,stromal
5598,Tongue,tongue muscle cell,0.02121138945221901,0.15873141586780548,0.0,0.0,0.0,0.0,1.187837839126587,CHSY3,0.0,0.0,0.0,stromal
5599,Trachea,fibroblast,0.036965467035770416,0.15953487157821655,0.0,0.0,0.0,0.0,1.4968080520629883,CHSY3,0.0,0.0,0.0,stromal
5600,Trachea,smooth muscle cell,0.11378949880599976,0.30380967259407043,0.0,0.0,0.0,0.0,1.3515162467956543,CHSY3,0.0,0.0,0.0,stromal
5601,Trachea,connective tissue cell,0.025265689939260483,0.16420114040374756,0.0,0.0,0.0,0.0,1.2692545652389526,CHSY3,0.0,0.0,0.0,stromal
5602,Uterus,fibroblast,0.036863621324300766,0.14723287522792816,0.0,0.0,0.0,0.0,1.6110398769378662,CHSY3,0.0,0.0,0.0,stromal
5603,Uterus,vascular associated smooth muscle cell,0.008241541683673859,0.08403676003217697,0.0,0.0,0.0,0.0,1.167396068572998,CHSY3,0.0,0.0,0.0,stromal
5604,Uterus,pericyte,0.014187602326273918,0.09900669753551483,0.0,0.0,0.0,0.0,0.817937970161438,CHSY3,0.0,0.0,0.0,stromal
