Gene ID,Gene Symbol,Transcript ID,Gene Tax ID,miRNA,Site Type,UTR_start,UTR end,context++ score,context++ score percentile,weighted context++ score,weighted context++ score percentile,Predicted relative KD
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-10a-5p,2,652,658,-0.274,96,-0.226,96,-3.8463
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-140-3p.1,3,775,782,-0.256,96,-0.211,95,-2.3663
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-151a-3p,3,899,906,-0.425,98,-0.346,98,-5.7634
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-875-5p,3,1044,1051,-0.39,98,-0.251,96,-4.1643
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-301a-3p,2,1103,1109,-0.283,95,-0.185,92,-4.4224
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-130b-3p,2,1103,1109,-0.305,96,-0.198,93,-4.6232
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-130a-3p,2,1103,1109,-0.305,96,-0.198,93,-4.6232
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-301b-3p,2,1103,1109,-0.283,95,-0.185,92,-4.6232
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-3666,2,1103,1109,-0.261,95,-0.171,91,-4.3202
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-4295,2,1103,1109,-0.316,97,-0.205,94,-4.6232
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-454-3p,2,1103,1109,-0.297,96,-0.193,93,-4.2422
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-892c-3p,3,1180,1187,-0.262,96,-0.171,94,-3.8237
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-4676-3p,3,1180,1187,-0.278,97,-0.181,95,-3.98
ENSG00000123989.9,CHPF,ENST00000243776.6,9606,hsa-miR-503-5p,2,232,238,-0.314,98,-0.314,99,-5.6805
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-506-3p,2,71,77,-0.308,95,-0.308,96,-4.1894
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-124-3p.2,2,71,77,-0.381,95,-0.381,97,-4.26
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-19b-3p,2,165,171,-0.334,96,-0.334,97,-4.9802
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-19a-3p,2,165,171,-0.334,96,-0.334,97,-4.9802
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-130a-3p,3,166,173,-0.476,99,-0.476,99,-4.5453
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-454-3p,3,166,173,-0.455,99,-0.455,99,-4.3154
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-301b-3p,3,166,173,-0.484,99,-0.484,99,-4.5453
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-3666,3,166,173,-0.5,99,-0.5,99,-4.1197
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-301a-3p,3,166,173,-0.484,99,-0.484,99,-4.5295
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-130b-3p,3,166,173,-0.484,99,-0.484,99,-4.5453
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-4295,3,166,173,-0.508,99,-0.508,99,-4.5453
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-30d-5p,3,281,288,-0.274,94,-0.274,95,-4.2844
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-30e-5p,3,281,288,-0.274,93,-0.274,95,-4.2844
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-30c-5p,3,281,288,-0.29,94,-0.29,96,-4.2844
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-30a-5p,3,281,288,-0.274,94,-0.274,95,-4.2844
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-30b-5p,3,281,288,-0.29,94,-0.29,96,-4.2844
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-19a-3p,2,380,386,-0.291,94,-0.291,95,-4.344
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-19b-3p,2,380,386,-0.28,93,-0.28,95,-4.344
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-301a-3p,2,381,387,-0.277,95,-0.277,96,-4.1948
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-3666,2,381,387,-0.343,98,-0.343,98,-4.0268
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-301b-3p,2,381,387,-0.277,95,-0.277,96,-4.2475
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-130b-3p,2,381,387,-0.288,96,-0.288,97,-4.2475
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-454-3p,2,381,387,-0.302,97,-0.302,97,-3.5149
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-130a-3p,2,381,387,-0.288,96,-0.288,97,-4.2475
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-4295,2,381,387,-0.266,95,-0.266,96,-4.2475
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-152-3p,2,382,388,-0.408,98,-0.408,98,-5.2032
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-148a-3p,2,382,388,-0.408,98,-0.408,98,-4.703
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-148b-3p,2,382,388,-0.408,98,-0.408,98,-5.0352
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-1271-5p,3,712,719,-0.627,99,-0.627,99,-5.2704
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-96-5p,3,712,719,-0.606,99,-0.606,99,-5.3628
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-183-5p.2,1,712,718,-0.379,97,-0.379,98,-4.0715
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-182-5p,1,713,719,-0.303,95,-0.303,97,-3.3339
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-92b-3p,3,801,808,-0.595,99,-0.595,99,-5.5455
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-367-3p,3,801,808,-0.621,99,-0.621,99,-5.2559
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-363-3p,3,801,808,-0.621,99,-0.621,99,-5.3302
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-32-5p,3,801,808,-0.611,99,-0.611,99,-5.1683
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-92a-3p,3,801,808,-0.595,99,-0.595,99,-5.4951
ENSG00000175264.3,CHST1,ENST00000308064.2,9606,hsa-miR-25-3p,3,801,808,-0.632,99,-0.632,99,-5.4996
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-6088,3,1001,1008,-0.284,97,-0.284,98,-4.1335
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-138-5p,3,1088,1095,-0.566,99,-0.566,99,-2.8612
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-137,3,1092,1099,-0.273,91,-0.273,94,-4.7246
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-23b-3p,3,1348,1355,-0.309,95,-0.309,96,-2.9722
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-23a-3p,3,1348,1355,-0.309,95,-0.309,96,-2.9722
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-23c,3,1348,1355,-0.309,95,-0.309,96,-2.9722
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-130a-5p,3,1348,1355,-0.299,95,-0.299,96,-3.2395
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-96-5p,3,1373,1380,-0.87,99,-0.104,83,-5.1377
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-183-5p.2,1,1373,1379,-0.461,98,-0.062,71,-4.1472
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-1271-5p,3,1373,1380,-0.867,99,-0.104,82,-4.9049
ENSG00000115526.6,CHST10,ENST00000264249.3,9606,hsa-miR-182-5p,1,1374,1380,-0.274,93,-0.039,56,-3.0957
ENSG00000171310.6,CHST11,ENST00000549260.1,9606,hsa-miR-6807-3p,3,4035,4042,-0.312,98,-0.26,98,-4.1377
ENSG00000171310.6,CHST11,ENST00000549260.1,9606,hsa-miR-217,3,4035,4042,-0.299,98,-0.249,98,-4.7286
ENSG00000171310.6,CHST11,ENST00000549260.1,9606,hsa-miR-101-3p.1,2,4080,4086,-0.308,96,-0.257,96,-3.679
ENSG00000171310.6,CHST11,ENST00000549260.1,9606,hsa-miR-135a-5p,2,4153,4159,-0.286,94,-0.239,94,-4.0093
ENSG00000171310.6,CHST11,ENST00000549260.1,9606,hsa-miR-135b-5p,2,4153,4159,-0.286,94,-0.239,94,-4.0093
ENSG00000136213.7,CHST12,ENST00000258711.6,9606,hsa-miR-34a-5p,2,103,109,-0.406,96,-0.405,97,-4.1788
ENSG00000136213.7,CHST12,ENST00000258711.6,9606,hsa-miR-34c-5p,2,103,109,-0.396,96,-0.395,97,-4.178
ENSG00000136213.7,CHST12,ENST00000258711.6,9606,hsa-miR-449a,2,103,109,-0.417,97,-0.416,97,-4.188
ENSG00000136213.7,CHST12,ENST00000258711.6,9606,hsa-miR-449b-5p,2,103,109,-0.407,96,-0.406,97,-4.178
ENSG00000169105.6,CHST14,ENST00000306243.5,9606,hsa-miR-124-3p.1,2,472,478,-0.362,97,-0.361,98,-5.0366
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-299-3p,3,97,104,-0.459,99,-0.36,98,-3.124
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-431-5p,2,207,213,-0.26,94,-0.207,93,-4.0705
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-30a-5p,3,351,358,-0.424,98,-0.334,97,-4.3813
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-30c-5p,3,351,358,-0.416,98,-0.328,97,-4.3813
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-30d-5p,3,351,358,-0.424,98,-0.334,97,-4.3813
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-30e-5p,3,351,358,-0.44,99,-0.346,97,-4.3813
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-30b-5p,3,351,358,-0.416,98,-0.328,97,-4.3813
ENSG00000175040.4,CHST2,ENST00000309575.3,9606,hsa-miR-655-3p,1,524,530,-0.261,96,-0.208,95,-3.7408
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-92a-3p,2,238,244,-0.305,96,-0.305,97,-4.4214
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-363-3p,2,238,244,-0.295,96,-0.295,97,-4.3156
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-25-3p,2,238,244,-0.291,96,-0.291,97,-5.2862
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-367-3p,2,238,244,-0.284,95,-0.284,96,-4.5228
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-32-5p,2,238,244,-0.305,96,-0.305,97,-4.1571
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-92b-3p,2,238,244,-0.294,96,-0.294,97,-4.3908
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-23b-3p,3,395,402,-0.292,95,-0.292,96,-3.4153
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-23a-3p,3,395,402,-0.3,95,-0.3,96,-3.4153
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-23c,3,395,402,-0.308,95,-0.308,96,-3.4153
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-130a-5p,3,395,402,-0.282,94,-0.282,96,-3.6849
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-328-3p,3,405,412,-0.596,99,-0.596,99,-6.459
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-6504-5p,2,1744,1750,-0.291,97,-0.007,44,-4.2204
ENSG00000147119.3,CHST7,ENST00000276055.3,9606,hsa-miR-3064-5p,2,1744,1750,-0.258,95,-0.007,43,-3.9304
ENSG00000124302.8,CHST8,ENST00000438847.3,9606,hsa-miR-218-5p,2,426,432,-0.453,99,-0.453,99,-2.8539
ENSG00000154080.8,CHST9,ENST00000580774.1,9606,hsa-miR-137,3,1327,1334,-0.392,96,-0.392,97,-4.7459
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-362-5p,3,88,95,-0.383,99,-0.383,99,-3.8937
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-222-3p,3,200,207,-0.37,97,-0.37,98,-5.4537
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-221-3p,3,200,207,-0.386,97,-0.386,98,-4.8763
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-873-5p.2,3,315,322,-0.326,98,-0.326,98,-4.0092
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-135b-5p,2,434,440,-0.313,96,-0.273,96,-3.7695
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-135a-5p,2,434,440,-0.313,96,-0.273,96,-3.7695
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-29c-3p,2,1359,1365,-0.352,95,-0.306,95,-3.8239
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-29b-3p,2,1359,1365,-0.352,95,-0.306,95,-3.8239
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-29a-3p,2,1359,1365,-0.352,95,-0.306,95,-3.6572
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-124-3p.1,3,1435,1442,-0.532,99,-0.395,98,-6.5891
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-124-3p.2,3,1436,1443,-0.476,98,-0.355,96,-4.7063
ENSG00000131873.5,CHSY1,ENST00000254190.3,9606,hsa-miR-506-3p,3,1436,1443,-0.44,98,-0.329,97,-4.0403
ENSG00000198108.3,CHSY3,ENST00000305031.4,9606,hsa-miR-7-5p,2,144,150,-0.294,97,-0.294,98,-5.423
ENSG00000198108.3,CHSY3,ENST00000305031.4,9606,hsa-miR-199a-3p,1,210,216,-0.264,93,-0.264,95,-3.7665
ENSG00000198108.3,CHSY3,ENST00000305031.4,9606,hsa-miR-199b-3p,1,210,216,-0.264,93,-0.264,95,-3.7665
ENSG00000198108.3,CHSY3,ENST00000305031.4,9606,hsa-miR-483-3p.1,2,586,592,-0.293,97,-0.249,96,-2.6284
ENSG00000198108.3,CHSY3,ENST00000305031.4,9606,hsa-miR-1298-5p,3,672,679,-0.281,99,-0.239,99,-3.7688
ENSG00000111726.8,CMAS,ENST00000229329.2,9606,hsa-miR-203a-3p.1,2,341,347,-0.303,98,-0.269,98,-4.5339
ENSG00000198756.6,COLGALT2,ENST00000367521.1,9606,hsa-miR-9-5p,2,119,125,-0.275,97,-0.275,98,-2.4603
ENSG00000198756.6,COLGALT2,ENST00000367521.1,9606,hsa-miR-542-3p,3,356,363,-0.254,95,-0.254,96,-5.7266
ENSG00000198756.6,COLGALT2,ENST00000367521.1,9606,hsa-miR-27a-3p,3,2332,2339,-0.319,97,-0.083,84,-4.3895
ENSG00000198756.6,COLGALT2,ENST00000367521.1,9606,hsa-miR-27b-3p,3,2332,2339,-0.319,97,-0.083,84,-4.3895
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-526b-3p,2,629,635,-0.265,98,-0.265,99,-5.0113
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-519d-3p,2,629,635,-0.291,97,-0.291,98,-4.9183
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-20a-5p,2,629,635,-0.261,97,-0.261,98,-5.0505
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-199a-5p,3,923,930,-0.41,97,-0.41,98,-4.5466
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-199b-5p,3,923,930,-0.41,97,-0.41,98,-4.7588
ENSG00000147408.10,CSGALNACT1,ENST00000454498.2,9606,hsa-miR-9-5p,2,1065,1071,-0.331,98,-0.331,98,-2.6403
ENSG00000169826.6,CSGALNACT2,ENST00000374466.3,9606,hsa-miR-29c-3p,1,1381,1387,-0.393,97,-0.393,97,-3.8262
ENSG00000169826.6,CSGALNACT2,ENST00000374466.3,9606,hsa-miR-29b-3p,1,1381,1387,-0.393,97,-0.393,97,-3.8262
ENSG00000169826.6,CSGALNACT2,ENST00000374466.3,9606,hsa-miR-29a-3p,1,1381,1387,-0.381,96,-0.381,97,-3.6522
ENSG00000117151.8,CTBS,ENST00000370630.5,9606,hsa-miR-212-5p,3,1793,1800,-0.423,98,-0.342,98,-3.8708
ENSG00000117151.8,CTBS,ENST00000370630.5,9606,hsa-miR-433-3p,3,4671,4678,-0.338,98,-0.046,76,-3.919
ENSG00000117151.8,CTBS,ENST00000370630.5,9606,hsa-miR-154-5p,3,4680,4687,-0.261,96,-0.036,66,-4.4819
ENSG00000129562.6,DAD1,ENST00000250498.4,9606,hsa-miR-483-3p.1,3,22,29,-0.798,99,-0.798,99,-3.1809
ENSG00000244038.5,DDOST,ENST00000602624.2,9606,hsa-miR-532-3p,3,117,124,-0.57,99,-0.57,99,-3.4233
ENSG00000090520.6,DNAJB11,ENST00000439351.1,9606,hsa-miR-29b-3p,2,236,242,-0.382,96,-0.324,95,-2.806
ENSG00000090520.6,DNAJB11,ENST00000439351.1,9606,hsa-miR-29c-3p,2,236,242,-0.382,96,-0.324,96,-2.806
ENSG00000090520.6,DNAJB11,ENST00000439351.1,9606,hsa-miR-29a-3p,2,236,242,-0.382,96,-0.324,95,-2.6598
ENSG00000000419.8,DPM1,ENST00000371588.5,9606,hsa-miR-539-3p,3,418,425,-0.281,93,-0.004,24,-4.5288
ENSG00000000419.8,DPM1,ENST00000371588.5,9606,hsa-miR-613,3,1570,1577,-0.256,94,-0.002,31,-4.9992
ENSG00000000419.8,DPM1,ENST00000371588.5,9606,hsa-miR-3167,3,2141,2148,-0.293,97,-0.002,37,-4.1503
ENSG00000000419.8,DPM1,ENST00000371588.5,9606,hsa-miR-876-5p,3,2141,2148,-0.283,97,-0.002,38,-4.7719
ENSG00000136908.13,DPM2,ENST00000314392.8,9606,hsa-miR-22-3p,2,407,413,-0.508,99,-0.508,99,-6.0142
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-153-3p,3,214,221,-0.402,98,-0.348,98,-5.4574
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-377-3p,3,1280,1287,-0.261,94,-0.125,84,-4.8597
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-30e-5p,3,2644,2651,-0.374,97,-0.154,84,-4.6662
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-30d-5p,3,2644,2651,-0.366,97,-0.151,84,-4.6662
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-30c-5p,3,2644,2651,-0.374,97,-0.154,84,-4.6662
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-30b-5p,3,2644,2651,-0.374,97,-0.154,84,-4.6662
ENSG00000173852.9,DPY19L1,ENST00000310974.4,9606,hsa-miR-30a-5p,3,2644,2651,-0.366,97,-0.151,84,-4.6662
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-409-5p,3,1206,1213,-0.348,95,-0.286,95,-4.4452
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-31-5p,3,1398,1405,-0.271,93,-0.206,90,-4.3357
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-183-5p.2,3,2089,2096,-0.541,99,-0.401,98,-5.6414
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-1271-5p,3,2090,2097,-0.415,98,-0.311,96,-6.013
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-96-5p,3,2090,2097,-0.434,98,-0.325,97,-5.7264
ENSG00000178904.14,DPY19L3,ENST00000586987.1,9606,hsa-miR-182-5p,1,2091,2097,-0.263,93,-0.2,90,-3.4951
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-497-5p,2,104,110,-0.285,95,-0.285,96,-4.6581
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-15a-5p,2,104,110,-0.31,96,-0.31,97,-4.3027
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-6838-5p,2,104,110,-0.322,96,-0.322,97,-5.0924
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-15b-5p,2,104,110,-0.31,96,-0.31,97,-4.3027
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-424-5p,2,104,110,-0.307,96,-0.307,97,-4.9473
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-16-5p,2,104,110,-0.321,96,-0.321,97,-4.2563
ENSG00000156162.12,DPY19L4,ENST00000414645.2,9606,hsa-miR-195-5p,2,104,110,-0.321,96,-0.321,97,-4.3027
ENSG00000111817.12,DSE,ENST00000452085.3,9606,hsa-miR-153-3p,3,45,52,-0.526,99,-0.526,99,-5.6568
ENSG00000111817.12,DSE,ENST00000452085.3,9606,hsa-miR-9-5p,3,831,838,-0.334,98,-0.334,98,-3.345
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-19b-3p,2,21,27,-0.32,95,-0.32,96,-4.8943
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-19a-3p,2,21,27,-0.32,95,-0.32,96,-4.8943
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-301b-3p,3,22,29,-0.495,99,-0.495,99,-4.9862
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-3666,3,22,29,-0.495,99,-0.495,99,-4.5802
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-301a-3p,3,22,29,-0.495,99,-0.495,99,-4.9704
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-4295,3,22,29,-0.519,99,-0.519,99,-4.9862
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-130b-3p,3,22,29,-0.487,99,-0.487,99,-4.9862
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-130a-3p,3,22,29,-0.479,99,-0.479,99,-4.9862
ENSG00000171451.13,DSEL,ENST00000310045.7,9606,hsa-miR-454-3p,3,22,29,-0.498,99,-0.498,99,-4.8987
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-218-5p,3,262,269,-0.272,94,-0.263,95,-4.5702
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-141-3p,3,719,726,-0.258,97,-0.25,97,-4.2795
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-183-5p.2,3,1018,1025,-0.421,98,-0.407,98,-5.2036
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-1271-5p,2,1019,1025,-0.292,94,-0.283,96,-5.1507
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-96-5p,2,1019,1025,-0.339,96,-0.328,97,-5.0332
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-124-3p.1,3,1110,1117,-0.322,96,-0.312,97,-6.4775
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-367-3p,3,3850,3857,-0.256,94,-0.237,95,-5.1767
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-363-3p,3,3850,3857,-0.256,94,-0.237,95,-5.2596
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-32-5p,3,3850,3857,-0.254,94,-0.235,95,-5.1764
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-133b,3,3940,3947,-0.439,97,-0.404,97,-4.8056
ENSG00000134109.6,EDEM1,ENST00000256497.4,9606,hsa-miR-133a-3p.2,3,3940,3947,-0.439,97,-0.404,97,-4.8056
ENSG00000116406.14,EDEM3,ENST00000318130.8,9606,hsa-miR-421,3,1115,1122,-0.336,98,-0.336,98,-4.4803
ENSG00000116406.14,EDEM3,ENST00000318130.8,9606,hsa-miR-101-3p.1,2,3453,3459,-0.266,95,-0.263,96,-3.9281
ENSG00000116406.14,EDEM3,ENST00000318130.8,9606,hsa-miR-27b-3p,2,3455,3461,-0.254,95,-0.251,96,-3.742
ENSG00000116406.14,EDEM3,ENST00000318130.8,9606,hsa-miR-27a-3p,2,3455,3461,-0.254,95,-0.251,96,-3.742
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-19a-3p,2,208,214,-0.337,96,-0.314,96,-4.6065
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-19b-3p,2,208,214,-0.337,96,-0.314,96,-4.6065
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-4295,2,209,215,-0.258,95,-0.241,95,-4.7134
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-3666,2,209,215,-0.258,94,-0.241,95,-4.4927
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-301b-3p,2,209,215,-0.313,97,-0.292,97,-4.7134
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-130a-3p,2,209,215,-0.258,94,-0.241,95,-4.7134
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-301a-3p,2,209,215,-0.313,97,-0.292,97,-4.7129
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-454-3p,2,209,215,-0.327,97,-0.305,97,-3.8508
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-152-3p,3,210,217,-0.587,99,-0.543,99,-6.6147
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-148a-3p,3,210,217,-0.595,99,-0.55,99,-6.1145
ENSG00000163378.9,EOGT,ENST00000383701.3,9606,hsa-miR-148b-3p,3,210,217,-0.595,99,-0.55,99,-6.4467
ENSG00000068912.9,ERLEC1,ENST00000185150.4,9606,hsa-miR-146a-5p,3,76,83,-0.346,98,-0.34,98,-4.5525
ENSG00000068912.9,ERLEC1,ENST00000185150.4,9606,hsa-miR-146b-5p,3,76,83,-0.338,98,-0.332,98,-4.5525
ENSG00000068912.9,ERLEC1,ENST00000185150.4,9606,hsa-miR-7153-5p,3,76,83,-0.378,98,-0.371,99,-4.5525
ENSG00000068912.9,ERLEC1,ENST00000185150.4,9606,hsa-miR-140-5p,2,125,131,-0.335,97,-0.329,97,-3.1149
ENSG00000068912.9,ERLEC1,ENST00000185150.4,9606,hsa-miR-488-3p,3,463,470,-0.334,98,-0.144,93,-4.8978
